Vaccine,Version,ISO3,Gavi73,Year,Delivery,IntroductionDate,GaviSupport,Population,FVP,FVPType,Coverage
TCV,TCV Scenarios demand_Unconstrained 16.08,LBR,TRUE,2019,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,LBR,TRUE,2020,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,LBR,TRUE,2021,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,LBR,TRUE,2022,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,LBR,TRUE,2023,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,LBR,TRUE,2024,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,LBR,TRUE,2025,Routine,2025,,172089,153159, Direct ,0.89
TCV,TCV Scenarios demand_Unconstrained 16.08,LBR,TRUE,2026,Routine,2025,,174843,157359, Direct ,0.9
TCV,TCV Scenarios demand_Unconstrained 16.08,LBR,TRUE,2027,Routine,2025,,177397,161432, Direct ,0.91
TCV,TCV Scenarios demand_Unconstrained 16.08,LBR,TRUE,2028,Routine,2025,,180027,165625, Direct ,0.92
TCV,TCV Scenarios demand_Unconstrained 16.08,LBR,TRUE,2029,Routine,2025,,182618,169834, Direct ,0.93
TCV,TCV Scenarios demand_Unconstrained 16.08,LBR,TRUE,2030,Routine,2025,,185156,174047, Direct ,0.94
TCV,TCV Scenarios demand_Unconstrained 16.08,MDG,TRUE,2016,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MDG,TRUE,2017,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MDG,TRUE,2018,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MDG,TRUE,2019,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MDG,TRUE,2020,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MDG,TRUE,2021,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MDG,TRUE,2022,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MDG,TRUE,2023,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MDG,TRUE,2024,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MDG,TRUE,2025,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MDG,TRUE,2026,Routine,2026,,944616,642339, Direct ,0.68
TCV,TCV Scenarios demand_Unconstrained 16.08,MDG,TRUE,2027,Routine,2026,,958308,661232, Direct ,0.69
TCV,TCV Scenarios demand_Unconstrained 16.08,MDG,TRUE,2028,Routine,2026,,971367,679957, Direct ,0.7
TCV,TCV Scenarios demand_Unconstrained 16.08,MDG,TRUE,2029,Routine,2026,,983941,698598, Direct ,0.71
TCV,TCV Scenarios demand_Unconstrained 16.08,MDG,TRUE,2030,Routine,2026,,996026,717138, Direct ,0.72
TCV,TCV Scenarios demand_Unconstrained 16.08,MWI,TRUE,2016,Routine,2020,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MWI,TRUE,2017,Routine,2020,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MWI,TRUE,2018,Routine,2020,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MWI,TRUE,2019,Routine,2020,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MWI,TRUE,2020,Routine,2020,,671640,570894, Direct ,0.85
TCV,TCV Scenarios demand_Unconstrained 16.08,MWI,TRUE,2021,Routine,2020,,689924,593334, Direct ,0.86
TCV,TCV Scenarios demand_Unconstrained 16.08,MWI,TRUE,2022,Routine,2020,,696156,605656, Direct ,0.87
TCV,TCV Scenarios demand_Unconstrained 16.08,MWI,TRUE,2023,Routine,2020,,707356,622474, Direct ,0.88
TCV,TCV Scenarios demand_Unconstrained 16.08,MWI,TRUE,2024,Routine,2020,,718330,639314, Direct ,0.89
TCV,TCV Scenarios demand_Unconstrained 16.08,MWI,TRUE,2025,Routine,2020,,729421,656479, Direct ,0.9
TCV,TCV Scenarios demand_Unconstrained 16.08,MWI,TRUE,2026,Routine,2020,,739969,673372, Direct ,0.91
TCV,TCV Scenarios demand_Unconstrained 16.08,MWI,TRUE,2027,Routine,2020,,752082,691916, Direct ,0.92
TCV,TCV Scenarios demand_Unconstrained 16.08,MWI,TRUE,2028,Routine,2020,,763337,709904, Direct ,0.93
TCV,TCV Scenarios demand_Unconstrained 16.08,MWI,TRUE,2029,Routine,2020,,774312,727853, Direct ,0.94
TCV,TCV Scenarios demand_Unconstrained 16.08,MWI,TRUE,2030,Routine,2020,,784864,745621, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,MLI,TRUE,2016,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MLI,TRUE,2017,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MLI,TRUE,2018,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MLI,TRUE,2019,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MLI,TRUE,2020,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MLI,TRUE,2021,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MLI,TRUE,2022,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MLI,TRUE,2023,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MLI,TRUE,2024,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MLI,TRUE,2025,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MLI,TRUE,2026,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MLI,TRUE,2027,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MLI,TRUE,2028,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MLI,TRUE,2029,Routine,2029,,908366,799362, Direct ,0.88
TCV,TCV Scenarios demand_Unconstrained 16.08,MLI,TRUE,2030,Routine,2029,,924695,822978, Direct ,0.89
TCV,TCV Scenarios demand_Unconstrained 16.08,MRT,TRUE,2016,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MRT,TRUE,2017,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MRT,TRUE,2018,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MRT,TRUE,2019,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MRT,TRUE,2020,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MRT,TRUE,2021,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MRT,TRUE,2022,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MRT,TRUE,2023,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MRT,TRUE,2024,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MRT,TRUE,2025,Routine,2025,,154629,122157, Direct ,0.79
TCV,TCV Scenarios demand_Unconstrained 16.08,MRT,TRUE,2026,Routine,2025,,156915,125532, Direct ,0.8
TCV,TCV Scenarios demand_Unconstrained 16.08,MRT,TRUE,2027,Routine,2025,,158791,128621, Direct ,0.81
TCV,TCV Scenarios demand_Unconstrained 16.08,MRT,TRUE,2028,Routine,2025,,160856,131902, Direct ,0.82
TCV,TCV Scenarios demand_Unconstrained 16.08,MRT,TRUE,2029,Routine,2025,,162926,135229, Direct ,0.83
TCV,TCV Scenarios demand_Unconstrained 16.08,MRT,TRUE,2030,Routine,2025,,165013,138611, Direct ,0.84
TCV,MA_guess,MDA,TRUE,2016,Routine,,,,,,0.97
TCV,MA_guess,MDA,TRUE,2017,Routine,,,,,,0.97
TCV,MA_guess,MDA,TRUE,2018,Routine,,,,,,0.97
TCV,MA_guess,MDA,TRUE,2019,Routine,,,,,,0.97
TCV,MA_guess,MDA,TRUE,2020,Routine,,,,,,0.97
TCV,MA_guess,MDA,TRUE,2021,Routine,,,,,,0.97
TCV,MA_guess,MDA,TRUE,2022,Routine,,,,,,0.97
TCV,MA_guess,MDA,TRUE,2023,Routine,,,,,,0.97
TCV,MA_guess,MDA,TRUE,2024,Routine,,,,,,0.97
TCV,MA_guess,MDA,TRUE,2025,Routine,,,,,,0.97
TCV,MA_guess,MDA,TRUE,2026,Routine,,,,,,0.97
TCV,MA_guess,MDA,TRUE,2027,Routine,,,,,,0.97
TCV,MA_guess,MDA,TRUE,2028,Routine,,,,,,0.97
TCV,MA_guess,MDA,TRUE,2029,Routine,,,,,,0.97
TCV,MA_guess,MDA,TRUE,2030,Routine,,,,,,0.97
TCV,TCV Scenarios demand_Unconstrained 16.08,MNG,TRUE,2016,Routine,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MNG,TRUE,2017,Routine,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MNG,TRUE,2018,Routine,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MNG,TRUE,2019,Routine,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MNG,TRUE,2020,Routine,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MNG,TRUE,2021,Routine,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MNG,TRUE,2022,Routine,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MNG,TRUE,2023,Routine,2023,,61920,60681, Other ,0.98
TCV,TCV Scenarios demand_Unconstrained 16.08,MNG,TRUE,2024,Routine,2023,,61292,60066, Other ,0.98
TCV,TCV Scenarios demand_Unconstrained 16.08,MNG,TRUE,2025,Routine,2023,,60604,59392, Other ,0.98
TCV,TCV Scenarios demand_Unconstrained 16.08,MNG,TRUE,2026,Routine,2023,,60433,59224, Other ,0.98
TCV,TCV Scenarios demand_Unconstrained 16.08,MNG,TRUE,2027,Routine,2023,,58984,57804, Other ,0.98
TCV,TCV Scenarios demand_Unconstrained 16.08,MNG,TRUE,2028,Routine,2023,,58201,57037, Other ,0.98
TCV,TCV Scenarios demand_Unconstrained 16.08,MNG,TRUE,2029,Routine,2023,,57523,56372, Other ,0.98
TCV,TCV Scenarios demand_Unconstrained 16.08,MNG,TRUE,2030,Routine,2023,,57008,55868, Other ,0.98
TCV,TCV Scenarios demand_Unconstrained 16.08,MOZ,TRUE,2016,Routine,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MOZ,TRUE,2017,Routine,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MOZ,TRUE,2018,Routine,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MOZ,TRUE,2019,Routine,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MOZ,TRUE,2020,Routine,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MOZ,TRUE,2021,Routine,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MOZ,TRUE,2022,Routine,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MOZ,TRUE,2023,Routine,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MOZ,TRUE,2024,Routine,2024,,1211089,1150534, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,MOZ,TRUE,2025,Routine,2024,,1235219,1173458, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,MOZ,TRUE,2026,Routine,2024,,1261553,1198475, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,MOZ,TRUE,2027,Routine,2024,,1281904,1217809, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,MOZ,TRUE,2028,Routine,2024,,1305034,1239782, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,MOZ,TRUE,2029,Routine,2024,,1327955,1261557, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,MOZ,TRUE,2030,Routine,2024,,1350628,1283096, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,MMR,TRUE,2016,Routine,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MMR,TRUE,2017,Routine,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MMR,TRUE,2018,Routine,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MMR,TRUE,2019,Routine,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MMR,TRUE,2020,Routine,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MMR,TRUE,2021,Routine,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,MMR,TRUE,2022,Routine,2022,,902647,857515, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,MMR,TRUE,2023,Routine,2022,,901670,856587, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,MMR,TRUE,2024,Routine,2022,,900468,855445, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,MMR,TRUE,2025,Routine,2022,,899137,854180, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,MMR,TRUE,2026,Routine,2022,,897291,852427, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,MMR,TRUE,2027,Routine,2022,,896634,851802, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,MMR,TRUE,2028,Routine,2022,,894676,849942, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,MMR,TRUE,2029,Routine,2022,,891912,847316, Catalytic ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,MMR,TRUE,2030,Routine,2022,,888151,843743, Catalytic ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,NPL,TRUE,2016,Routine,2019,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NPL,TRUE,2017,Routine,2019,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NPL,TRUE,2018,Routine,2019,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NPL,TRUE,2019,Routine,2019,,560241,481807, Direct ,0.86
TCV,TCV Scenarios demand_Unconstrained 16.08,NPL,TRUE,2020,Routine,2019,,561573,488569, Direct ,0.87
TCV,TCV Scenarios demand_Unconstrained 16.08,NPL,TRUE,2021,Routine,2019,,569164,500864, Direct ,0.88
TCV,TCV Scenarios demand_Unconstrained 16.08,NPL,TRUE,2022,Routine,2019,,556276,495086, Direct ,0.89
TCV,TCV Scenarios demand_Unconstrained 16.08,NPL,TRUE,2023,Routine,2019,,551355,496220, Direct ,0.9
TCV,TCV Scenarios demand_Unconstrained 16.08,NPL,TRUE,2024,Routine,2019,,545697,496584, Direct ,0.91
TCV,TCV Scenarios demand_Unconstrained 16.08,NPL,TRUE,2025,Routine,2019,,539818,496633, Direct ,0.92
TCV,TCV Scenarios demand_Unconstrained 16.08,NPL,TRUE,2026,Routine,2019,,532024,494782, Direct ,0.93
TCV,TCV Scenarios demand_Unconstrained 16.08,NPL,TRUE,2027,Routine,2019,,528104,496417, Direct ,0.94
TCV,TCV Scenarios demand_Unconstrained 16.08,NPL,TRUE,2028,Routine,2019,,521709,495624, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,NPL,TRUE,2029,Routine,2019,,514776,489037, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,NPL,TRUE,2030,Routine,2019,,507204,481844, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,NIC,TRUE,2016,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NIC,TRUE,2017,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NIC,TRUE,2018,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NIC,TRUE,2019,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NIC,TRUE,2020,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NIC,TRUE,2021,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NIC,TRUE,2022,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NIC,TRUE,2023,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NIC,TRUE,2024,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NIC,TRUE,2025,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NIC,TRUE,2026,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NIC,TRUE,2027,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NIC,TRUE,2028,Routine,2029,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NIC,TRUE,2029,Routine,2029,,104010,102970, Other ,0.99
TCV,TCV Scenarios demand_Unconstrained 16.08,NIC,TRUE,2030,Routine,2029,,103063,102033, Other ,0.99
TCV,TCV Scenarios demand_Unconstrained 16.08,NER,TRUE,2016,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NER,TRUE,2017,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NER,TRUE,2018,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NER,TRUE,2019,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NER,TRUE,2020,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NER,TRUE,2021,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NER,TRUE,2022,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NER,TRUE,2023,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NER,TRUE,2024,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NER,TRUE,2025,Routine,2026,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NER,TRUE,2026,Routine,2026,,1268192,1065281, Direct ,0.84
TCV,TCV Scenarios demand_Unconstrained 16.08,NER,TRUE,2027,Routine,2026,,1305759,1109895, Direct ,0.85
TCV,TCV Scenarios demand_Unconstrained 16.08,NER,TRUE,2028,Routine,2026,,1346220,1157750, Direct ,0.86
TCV,TCV Scenarios demand_Unconstrained 16.08,NER,TRUE,2029,Routine,2026,,1387290,1206942, Direct ,0.87
TCV,TCV Scenarios demand_Unconstrained 16.08,NER,TRUE,2030,Routine,2026,,1428908,1257439, Direct ,0.88
TCV,TCV Scenarios demand_Unconstrained 16.08,NGA,TRUE,2016,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NGA,TRUE,2017,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NGA,TRUE,2018,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NGA,TRUE,2019,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NGA,TRUE,2020,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NGA,TRUE,2021,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NGA,TRUE,2022,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NGA,TRUE,2023,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NGA,TRUE,2024,Routine,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,NGA,TRUE,2025,Routine,2025,,7672871,2608776, Other ,0.34
TCV,TCV Scenarios demand_Unconstrained 16.08,NGA,TRUE,2026,Routine,2025,,7809909,4764045, Other ,0.61
TCV,TCV Scenarios demand_Unconstrained 16.08,NGA,TRUE,2027,Routine,2025,,7926597,4914490, Other ,0.62
TCV,TCV Scenarios demand_Unconstrained 16.08,NGA,TRUE,2028,Routine,2025,,8056623,5075672, Other ,0.63
TCV,TCV Scenarios demand_Unconstrained 16.08,NGA,TRUE,2029,Routine,2025,,8187866,5240234, Other ,0.64
TCV,TCV Scenarios demand_Unconstrained 16.08,NGA,TRUE,2030,Routine,2025,,8319801,5407871, Other ,0.65
TCV,TCV Scenarios demand_Unconstrained 16.08,PAK,TRUE,2016,Routine,2021,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,PAK,TRUE,2017,Routine,2021,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,PAK,TRUE,2018,Routine,2021,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,PAK,TRUE,2019,Routine,2021,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,PAK,TRUE,2020,Routine,2021,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,PAK,TRUE,2021,Routine,2021,,5057808,2225435, Direct ,0.44
TCV,TCV Scenarios demand_Unconstrained 16.08,PAK,TRUE,2022,Routine,2021,,5068105,3395630, Direct ,0.67
TCV,TCV Scenarios demand_Unconstrained 16.08,PAK,TRUE,2023,Routine,2021,,5058399,3439712, Direct ,0.68
TCV,TCV Scenarios demand_Unconstrained 16.08,PAK,TRUE,2024,Routine,2021,,5047492,3482769, Direct ,0.69
TCV,TCV Scenarios demand_Unconstrained 16.08,PAK,TRUE,2025,Routine,2021,,5035761,3525033, Direct ,0.7
TCV,TCV Scenarios demand_Unconstrained 16.08,PAK,TRUE,2026,Routine,2021,,5029706,3571091, Direct ,0.71
TCV,TCV Scenarios demand_Unconstrained 16.08,PAK,TRUE,2027,Routine,2021,,5012489,3608992, Catalytic ,0.72
TCV,TCV Scenarios demand_Unconstrained 16.08,PAK,TRUE,2028,Routine,2021,,5003412,3652491, Catalytic ,0.73
TCV,TCV Scenarios demand_Unconstrained 16.08,PAK,TRUE,2029,Routine,2021,,4998164,3698641, Catalytic ,0.74
TCV,TCV Scenarios demand_Unconstrained 16.08,PAK,TRUE,2030,Routine,2021,,4998078,3748559, Catalytic ,0.75
TCV,TCV Scenarios demand_Unconstrained 16.08,PNG,TRUE,2016,Routine,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,PNG,TRUE,2017,Routine,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,PNG,TRUE,2018,Routine,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,PNG,TRUE,2019,Routine,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,PNG,TRUE,2020,Routine,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,PNG,TRUE,2021,Routine,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,PNG,TRUE,2022,Routine,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,PNG,TRUE,2023,Routine,2023,,226406,174332, Other ,0.77
TCV,TCV Scenarios demand_Unconstrained 16.08,PNG,TRUE,2024,Routine,2023,,228446,178188, Other ,0.78
TCV,TCV Scenarios demand_Unconstrained 16.08,PNG,TRUE,2025,Routine,2023,,230438,182046, Other ,0.79
TCV,TCV Scenarios demand_Unconstrained 16.08,PNG,TRUE,2026,Routine,2023,,232570,186056, Other ,0.8
TCV,TCV Scenarios demand_Unconstrained 16.08,PNG,TRUE,2027,Routine,2023,,234381,189848, Other ,0.81
TCV,TCV Scenarios demand_Unconstrained 16.08,PNG,TRUE,2028,Routine,2023,,236268,193740, Other ,0.82
TCV,TCV Scenarios demand_Unconstrained 16.08,PNG,TRUE,2029,Routine,2023,,238092,197616, Other ,0.83
TCV,TCV Scenarios demand_Unconstrained 16.08,PNG,TRUE,2030,Routine,2023,,239842,201468, Other ,0.84
TCV,TCV Scenarios demand_Unconstrained 16.08,RWA,TRUE,2016,Routine,2021,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,RWA,TRUE,2017,Routine,2021,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,RWA,TRUE,2018,Routine,2021,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,RWA,TRUE,2019,Routine,2021,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,RWA,TRUE,2020,Routine,2021,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,RWA,TRUE,2021,Routine,2021,,361166,343108, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,RWA,TRUE,2022,Routine,2021,,361855,343762, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,RWA,TRUE,2023,Routine,2021,,363016,344865, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,RWA,TRUE,2024,Routine,2021,,364449,346226, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,RWA,TRUE,2025,Routine,2021,,366278,347964, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,RWA,TRUE,2026,Routine,2021,,368543,350115, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,RWA,TRUE,2027,Routine,2021,,371278,352714, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,RWA,TRUE,2028,Routine,2021,,374252,355539, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,RWA,TRUE,2029,Routine,2021,,377416,358545, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,RWA,TRUE,2030,Routine,2021,,380677,361644, Direct ,0.95
TCV,TCV Scenarios demand_Unconstrained 16.08,STP,TRUE,2016,Routine,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,STP,TRUE,2017,Routine,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,STP,TRUE,2018,Routine,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,STP,TRUE,2019,Routine,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,STP,TRUE,2020,Routine,2030,,   ,   ,  ,   
