Vaccine,Version,ISO3,Gavi73,Year,Delivery,IntroductionDate,GaviSupport,Population,FVP,FVPType,Coverage
TCV,TCV Scenarios demand_Unconstrained 16.08,AZE,TRUE,2023,Catch up campaign,2023,,2250927,2025834, Other ,0.9
TCV,TCV Scenarios demand_Unconstrained 16.08,AZE,TRUE,2024,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,AZE,TRUE,2025,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,AZE,TRUE,2026,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,AZE,TRUE,2027,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,AZE,TRUE,2028,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,AZE,TRUE,2029,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,AZE,TRUE,2030,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BGD,TRUE,2016,Catch up campaign,2019,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BGD,TRUE,2017,Catch up campaign,2019,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BGD,TRUE,2018,Catch up campaign,2019,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BGD,TRUE,2019,Catch up campaign,2019,,42969472,38672525, Direct ,0.9
TCV,TCV Scenarios demand_Unconstrained 16.08,BGD,TRUE,2020,Catch up campaign,2019,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BGD,TRUE,2021,Catch up campaign,2019,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BGD,TRUE,2022,Catch up campaign,2019,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BGD,TRUE,2023,Catch up campaign,2019,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BGD,TRUE,2024,Catch up campaign,2019,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BGD,TRUE,2025,Catch up campaign,2019,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BGD,TRUE,2026,Catch up campaign,2019,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BGD,TRUE,2027,Catch up campaign,2019,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BGD,TRUE,2028,Catch up campaign,2019,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BGD,TRUE,2029,Catch up campaign,2019,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BGD,TRUE,2030,Catch up campaign,2019,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BEN,TRUE,2016,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BEN,TRUE,2017,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BEN,TRUE,2018,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BEN,TRUE,2019,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BEN,TRUE,2020,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BEN,TRUE,2021,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BEN,TRUE,2022,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BEN,TRUE,2023,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BEN,TRUE,2024,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BEN,TRUE,2025,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BEN,TRUE,2026,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BEN,TRUE,2027,Catch up campaign,2027,,5374116,4836704, Direct ,0.9
TCV,TCV Scenarios demand_Unconstrained 16.08,BEN,TRUE,2028,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BEN,TRUE,2029,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BEN,TRUE,2030,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BTN,TRUE,2016,Catch up campaign,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BTN,TRUE,2017,Catch up campaign,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BTN,TRUE,2018,Catch up campaign,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BTN,TRUE,2019,Catch up campaign,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BTN,TRUE,2020,Catch up campaign,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BTN,TRUE,2021,Catch up campaign,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BTN,TRUE,2022,Catch up campaign,2022,,197273,177546, Other ,0.9
TCV,TCV Scenarios demand_Unconstrained 16.08,BTN,TRUE,2023,Catch up campaign,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BTN,TRUE,2024,Catch up campaign,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BTN,TRUE,2025,Catch up campaign,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BTN,TRUE,2026,Catch up campaign,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BTN,TRUE,2027,Catch up campaign,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BTN,TRUE,2028,Catch up campaign,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BTN,TRUE,2029,Catch up campaign,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BTN,TRUE,2030,Catch up campaign,2022,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BOL,TRUE,2016,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BOL,TRUE,2017,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BOL,TRUE,2018,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BOL,TRUE,2019,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BOL,TRUE,2020,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BOL,TRUE,2021,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BOL,TRUE,2022,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BOL,TRUE,2023,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BOL,TRUE,2024,Catch up campaign,2024,,3316525,2984873, Other ,0.9
TCV,TCV Scenarios demand_Unconstrained 16.08,BOL,TRUE,2025,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BOL,TRUE,2026,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BOL,TRUE,2027,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BOL,TRUE,2028,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BOL,TRUE,2029,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BOL,TRUE,2030,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BFA,TRUE,2016,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BFA,TRUE,2017,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BFA,TRUE,2018,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BFA,TRUE,2019,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BFA,TRUE,2020,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BFA,TRUE,2021,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BFA,TRUE,2022,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BFA,TRUE,2023,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BFA,TRUE,2024,Catch up campaign,2024,,9272858,8345572, Direct ,0.9
TCV,TCV Scenarios demand_Unconstrained 16.08,BFA,TRUE,2025,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BFA,TRUE,2026,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BFA,TRUE,2027,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BFA,TRUE,2028,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BFA,TRUE,2029,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BFA,TRUE,2030,Catch up campaign,2024,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BDI,TRUE,2016,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BDI,TRUE,2017,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BDI,TRUE,2018,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BDI,TRUE,2019,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BDI,TRUE,2020,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BDI,TRUE,2021,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BDI,TRUE,2022,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BDI,TRUE,2023,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BDI,TRUE,2024,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BDI,TRUE,2025,Catch up campaign,2025,,5601449,5041304, Direct ,0.9
TCV,TCV Scenarios demand_Unconstrained 16.08,BDI,TRUE,2026,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BDI,TRUE,2027,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BDI,TRUE,2028,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BDI,TRUE,2029,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,BDI,TRUE,2030,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,KHM,TRUE,2016,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,KHM,TRUE,2017,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,KHM,TRUE,2018,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,KHM,TRUE,2019,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,KHM,TRUE,2020,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,KHM,TRUE,2021,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,KHM,TRUE,2022,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,KHM,TRUE,2023,Catch up campaign,2023,,4885392,4396853, Direct ,0.9
TCV,TCV Scenarios demand_Unconstrained 16.08,KHM,TRUE,2024,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,KHM,TRUE,2025,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,KHM,TRUE,2026,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,KHM,TRUE,2027,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,KHM,TRUE,2028,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,KHM,TRUE,2029,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,KHM,TRUE,2030,Catch up campaign,2023,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CMR,TRUE,2016,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CMR,TRUE,2017,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CMR,TRUE,2018,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CMR,TRUE,2019,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CMR,TRUE,2020,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CMR,TRUE,2021,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CMR,TRUE,2022,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CMR,TRUE,2023,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CMR,TRUE,2024,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CMR,TRUE,2025,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CMR,TRUE,2026,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CMR,TRUE,2027,Catch up campaign,2027,,11263960,10137564, Direct ,0.9
TCV,TCV Scenarios demand_Unconstrained 16.08,CMR,TRUE,2028,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CMR,TRUE,2029,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CMR,TRUE,2030,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CAF,TRUE,2016,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CAF,TRUE,2017,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CAF,TRUE,2018,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CAF,TRUE,2019,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CAF,TRUE,2020,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CAF,TRUE,2021,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CAF,TRUE,2022,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CAF,TRUE,2023,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CAF,TRUE,2024,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CAF,TRUE,2025,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CAF,TRUE,2026,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CAF,TRUE,2027,Catch up campaign,2027,,2085293,1876764, Direct ,0.9
TCV,TCV Scenarios demand_Unconstrained 16.08,CAF,TRUE,2028,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CAF,TRUE,2029,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CAF,TRUE,2030,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,TCD,TRUE,2016,Catch up campaign,2028,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,TCD,TRUE,2017,Catch up campaign,2028,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,TCD,TRUE,2018,Catch up campaign,2028,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,TCD,TRUE,2019,Catch up campaign,2028,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,TCD,TRUE,2020,Catch up campaign,2028,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,TCD,TRUE,2021,Catch up campaign,2028,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,TCD,TRUE,2022,Catch up campaign,2028,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,TCD,TRUE,2023,Catch up campaign,2028,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,TCD,TRUE,2024,Catch up campaign,2028,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,TCD,TRUE,2025,Catch up campaign,2028,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,TCD,TRUE,2026,Catch up campaign,2028,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,TCD,TRUE,2027,Catch up campaign,2028,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,TCD,TRUE,2028,Catch up campaign,2028,,8203331,7382998, Direct ,0.9
TCV,TCV Scenarios demand_Unconstrained 16.08,TCD,TRUE,2029,Catch up campaign,2028,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,TCD,TRUE,2030,Catch up campaign,2028,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COM,TRUE,2016,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COM,TRUE,2017,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COM,TRUE,2018,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COM,TRUE,2019,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COM,TRUE,2020,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COM,TRUE,2021,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COM,TRUE,2022,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COM,TRUE,2023,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COM,TRUE,2024,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COM,TRUE,2025,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COM,TRUE,2026,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COM,TRUE,2027,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COM,TRUE,2028,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COM,TRUE,2029,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COM,TRUE,2030,Catch up campaign,2030,,350868,315781, Direct ,0.9
TCV,TCV Scenarios demand_Unconstrained 16.08,COD,TRUE,2016,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COD,TRUE,2017,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COD,TRUE,2018,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COD,TRUE,2019,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COD,TRUE,2020,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COD,TRUE,2021,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COD,TRUE,2022,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COD,TRUE,2023,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COD,TRUE,2024,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COD,TRUE,2025,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COD,TRUE,2026,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COD,TRUE,2027,Catch up campaign,2027,,44700174,20115078, Direct ,0.45
TCV,TCV Scenarios demand_Unconstrained 16.08,COD,TRUE,2028,Catch up campaign,2027,,45664490,20115078, Direct ,0.44
TCV,TCV Scenarios demand_Unconstrained 16.08,COD,TRUE,2029,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COD,TRUE,2030,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COG,TRUE,2016,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COG,TRUE,2017,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COG,TRUE,2018,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COG,TRUE,2019,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COG,TRUE,2020,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COG,TRUE,2021,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COG,TRUE,2022,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COG,TRUE,2023,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COG,TRUE,2024,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COG,TRUE,2025,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COG,TRUE,2026,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COG,TRUE,2027,Catch up campaign,2027,,2460615,2214554, Other ,0.9
TCV,TCV Scenarios demand_Unconstrained 16.08,COG,TRUE,2028,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COG,TRUE,2029,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,COG,TRUE,2030,Catch up campaign,2027,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CIV,TRUE,2016,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CIV,TRUE,2017,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CIV,TRUE,2018,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CIV,TRUE,2019,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CIV,TRUE,2020,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CIV,TRUE,2021,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CIV,TRUE,2022,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CIV,TRUE,2023,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CIV,TRUE,2024,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CIV,TRUE,2025,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CIV,TRUE,2026,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CIV,TRUE,2027,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CIV,TRUE,2028,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CIV,TRUE,2029,Catch up campaign,2030,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CIV,TRUE,2030,Catch up campaign,2030,,12402708,11162437, Other ,0.9
TCV,TCV Scenarios demand_Unconstrained 16.08,CUB,TRUE,2016,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CUB,TRUE,2017,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CUB,TRUE,2018,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CUB,TRUE,2019,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CUB,TRUE,2020,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CUB,TRUE,2021,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CUB,TRUE,2022,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CUB,TRUE,2023,Catch up campaign,2025,,   ,   ,  ,   
TCV,TCV Scenarios demand_Unconstrained 16.08,CUB,TRUE,2024,Catch up campaign,2025,,   ,   ,  ,   
